Competency Score Key,Student Key,Assessment Key,Session,Type,Number,Category Group,Category,Points Earned,Percent Earned,Source CSV
2026-01-E2-STU-5B8FEB7FAD51-e2d31dab35,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Nursing Process,PreL Implementation.Intervention,28.333333,0.708333325,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-f7b99bcf79,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Nursing Process,PreL Planning,24.642857,0.6571428533,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-433d9b66e4,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL QSEN,PreL QSEN Evidence Based Practice,10,0.8,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-86b92c4914,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL QSEN,PreL QSEN Patient-Centered Care,74.22619,0.7069160952,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-ac025be99a,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL QSEN,PreL QSEN Safety,16.25,0.9285714286,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-e8f7db1c5f,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Question Types,PreL BowTie,2.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-102a0fc96b,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Question Types,PreL Cloze Drop Down,8.75,0.7,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-45cae5c6b3,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Question Types,PreL Fill in the Blank,5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-6a056681c3,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Question Types,PreL Matching,0.833333,0.3333332,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-6ccec41abe,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Question Types,PreL Matrix Single Response,12.142857,0.97142856,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-23e6c98fa2,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Question Types,PreL Multiple Choice (Traditional and Extended),57.5,0.696969697,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-71b6520e61,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Question Types,PreL Select All That Apply (Traditional and NGN),13.75,0.7857142856999999,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-8d8ad85447,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Question Types,PreL Select N,5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-0e03f0c949,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Retired FCU Item,PreL Retired FCU Item,3.75,0.75,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-1d217b9580,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Spheres of Care,PreL Chronic Disease Management,5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-97a2814085,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Spheres of Care,PreL Regenerative.Restorative Care,79.22619,0.7545351429,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-12d567c99d,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Spheres of Care,PreL Wellness.Disease Prevention,21.25,0.7083333333,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-c1bd663669,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Abuse And Neglect,0,0,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-e6b70f2d54,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Alterations Of Cognition,5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-27cf16e1a2,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,"Alterations Of Mood, Affect, And Suicidal Ideation",12.142857,0.97142856,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-fa053c2d3d,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Altered Mental Health in Children And Adolescents,1.25,0.5,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-498751fc38,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Altered Mental Health in Older Adults,0,0,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-1cbee7826e,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Altered Stress Response,2.5,0.5,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-503a5f8c45,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Anxiety,5,0.6666666667,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-05927e368a,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Bereavement,2.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-1890368d0b,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Bipolar Disorder,7.5,0.75,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-2b78c3806d,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Cluster A Personality Disorders,5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-b95e06e7c3,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Cluster B Personality Disorders,0.833333,0.3333332,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-6635d16f8b,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Cluster C Personality Disorders,0,0,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-7f9b4bcbe0,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Depressive Disorders,3.75,0.375,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-1b5c5da084,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Disruptive Behavior Disorders,5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-d089a7775d,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Eating Disorders,5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-e9de1f1fa2,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Human Trafficking,5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-bd10abc1d1,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Interpersonal Violence,2.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-ae0a6a74e4,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Intimate Partner Violence And Sexual Assault,2.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-346cf7e927,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Lateral/Horizontal Violence,0,0,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-ae75124dc6,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Medication Calculation,5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-1ca370f5d1,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Neurodevelopmental Disorders,5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-20310915b2,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Obsessive Compulsive Disorder,3.75,0.75,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-e823b45f21,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Post Traumatic Stress Disorder.Syndrome,7.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-11d1d0043d,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Psychosis,2.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-995643d06a,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Schizophrenia,6.25,0.625,W8 NR326 Exam 2.csv
2026-01-E2-STU-5B8FEB7FAD51-2530b0ad73,STU-5B8FEB7FAD51,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Substance Related Disorders,10,0.8,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-f6bdb0f289,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL BSN Essentials,PreL Domain 1: Knowledge for Nursing Practice,20,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-30d08387a1,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL BSN Essentials,PreL Domain 2: Person-Centered Care,86.041667,0.7821969727,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-752e13a295,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL BSN Essentials,PreL Domain 3: Population Health,2.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-aa1f00c8f5,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL BSN Essentials,PreL Domain 5: Quality and Safety,5,0.6666666667,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-79f67744c7,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Bloom's Taxonomy,PreL Apply.Analyze,101.041667,0.7924836627,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-15028dba2a,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Bloom's Taxonomy,PreL Evaluate,2.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-95ed4e1cad,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Bloom's Taxonomy,PreL Remember.Understand,10,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-75fbc3f34e,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Case Study,PreL Case Study,14.166667,0.9444444667,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-5abfee50a1,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Clinical Judgment,PreL 1-Recognize Cues,1.666667,0.6666668,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-536ceb4ace,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Clinical Judgment,PreL 2-Analyze Cues,2.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-b759b4ab6e,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Clinical Judgment,PreL 3-Prioritize Hypotheses,2.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-0dbb949410,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Clinical Judgment,PreL 4-Generate Solutions,2.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-aaa694179b,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Clinical Judgment,PreL 5-Take Actions,2.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-9e247bee48,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Clinical Judgment,PreL 6-Evaluate Outcomes,2.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-d2bbd673f3,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Concepts,PreL Addiction,12.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-2db19b7764,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Concepts,PreL Anxiety,10,0.6666666667,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-3092f7e9b2,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Concepts,PreL Cognition,2.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-c8b3df7ba6,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Concepts,PreL Communication,5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-676e1bed12,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Concepts,PreL Development,2.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-cdc6c07443,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Concepts,PreL Fluid and Electrolytes,2.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-4b89691a4e,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Concepts,PreL Interpersonal Violence,12.5,0.7142857143000001,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-cf65b8e5f6,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Concepts,PreL Mood and Affect,14.375,0.8214285714,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-fb9a0d5a21,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Concepts,PreL Nutrition,2.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-9f794253dc,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Concepts,PreL Palliative Care,0,0,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-06a875c73d,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Concepts,PreL Psychosis,15,0.8571428570999999,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-d526f944df,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Concepts,PreL Safety,17.5,0.7777777777999999,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-49053bd6c4,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Concepts,PreL Stress and Coping,16.666667,0.8333333500000001,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-3ad81f9a19,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Courses,NR326 Mental Health Nursing,2.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-b43cca7fc9,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Dosage Calculation,PreL Oral Dosage,0,0,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-bbac96ba94,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Dosage Calculation,PreL Parenteral Dosage,2.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-a7a3e0988a,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Exam,PreL FCUE NR326,113.541667,0.8110119070999999,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-54272dbeb3,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Basic Care and Comfort (BCC),2.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-a5dea4da9a,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Health Promotion and Maintenance (HPM),5,0.6666666667,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-2e9a6b7b34,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Management of Care (MC),10,0.6666666667,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-fd2eee6480,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Pharmacological and Parenteral Therapies (PPT),4.375,0.4375,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-64127da332,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Physiological Adaptation (PA),2.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-8ea1ba17ba,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Psychosocial Integrity (PI),84.166667,0.8632478667,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-14e35da63a,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Safety and Infection Control (SIC),5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-7208e2b7c0,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Nursing Process,PreL Analysis.Diagnosis,15,0.6666666667,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-4ad703a50f,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Nursing Process,PreL Assessment,11.666667,0.93333336,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-6811969a2e,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Nursing Process,PreL Evaluation,17.5,0.875,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-e2d31dab35,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Nursing Process,PreL Implementation.Intervention,33.75,0.84375,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-f7b99bcf79,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Nursing Process,PreL Planning,28.125,0.75,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-433d9b66e4,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL QSEN,PreL QSEN Evidence Based Practice,10,0.8,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-86b92c4914,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL QSEN,PreL QSEN Patient-Centered Care,83.541667,0.7956349238,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-ac025be99a,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL QSEN,PreL QSEN Safety,15,0.8571428570999999,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-e8f7db1c5f,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Question Types,PreL BowTie,2.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-102a0fc96b,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Question Types,PreL Cloze Drop Down,12.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-45cae5c6b3,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Question Types,PreL Fill in the Blank,2.5,0.5,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-6a056681c3,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Question Types,PreL Matching,2.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-6ccec41abe,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Question Types,PreL Matrix Single Response,12.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-23e6c98fa2,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Question Types,PreL Multiple Choice (Traditional and Extended),62.5,0.7575757576,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-71b6520e61,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Question Types,PreL Select All That Apply (Traditional and NGN),14.375,0.8214285714,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-8d8ad85447,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Question Types,PreL Select N,4.166667,0.8333334000000001,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-0e03f0c949,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Retired FCU Item,PreL Retired FCU Item,4.375,0.875,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-1d217b9580,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Spheres of Care,PreL Chronic Disease Management,2.5,0.5,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-97a2814085,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Spheres of Care,PreL Regenerative.Restorative Care,87.291667,0.8313492094999999,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-12d567c99d,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Spheres of Care,PreL Wellness.Disease Prevention,23.75,0.7916666667,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-c1bd663669,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Abuse And Neglect,0,0,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-e6b70f2d54,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Alterations Of Cognition,5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-27cf16e1a2,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,"Alterations Of Mood, Affect, And Suicidal Ideation",12.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-fa053c2d3d,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Altered Mental Health in Children And Adolescents,1.25,0.5,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-498751fc38,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Altered Mental Health in Older Adults,0,0,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-1cbee7826e,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Altered Stress Response,2.5,0.5,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-503a5f8c45,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Anxiety,5,0.6666666667,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-05927e368a,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Bereavement,0,0,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-1890368d0b,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Bipolar Disorder,10,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-2b78c3806d,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Cluster A Personality Disorders,5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-b95e06e7c3,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Cluster B Personality Disorders,2.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-6635d16f8b,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Cluster C Personality Disorders,2.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-7f9b4bcbe0,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Depressive Disorders,6.875,0.6875,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-1b5c5da084,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Disruptive Behavior Disorders,5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-d089a7775d,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Eating Disorders,5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-e9de1f1fa2,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Human Trafficking,5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-bd10abc1d1,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Interpersonal Violence,2.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-ae0a6a74e4,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Intimate Partner Violence And Sexual Assault,2.5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-346cf7e927,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Lateral/Horizontal Violence,0,0,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-ae75124dc6,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Medication Calculation,2.5,0.5,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-1ca370f5d1,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Neurodevelopmental Disorders,5,1,W8 NR326 Exam 2.csv
2026-01-E2-STU-5EE137EAE9A9-20310915b2,STU-5EE137EAE9A9,2026-01-E2,Jan 2026,Exam,2,PreL Topics Mental Health,Obsessive Compulsive Disorder,3.75,0.75,W8 NR326 Exam 2.csv
